,Dataset,Fold,Method,Metric,Patient,Performance
32093,V-25,3,Cluster,Accuracy,748,0.5862068965517242
32094,V-25,2,Cluster,Recall,748,0.6
32095,V-25,2,Cluster,Precision,748,0.5999999993999999
32096,V-25,2,Cluster,Accuracy,748,0.7241379310344828
32097,V-25,4,Cluster,Recall,748,0.5454545454545454
32098,V-25,4,Cluster,Precision,748,0.6666666659259258
32099,V-25,4,Cluster,Accuracy,748,0.7142857142857143
32100,V-25,1,Cluster,Recall,6,0.7058823529411765
32101,V-25,1,Cluster,Precision,6,0.9230769223668639
32102,V-25,1,Cluster,Accuracy,6,0.7931034482758621
32103,V-25,0,Cluster,Recall,6,0.7333333333333333
32104,V-25,0,Cluster,Precision,6,0.9166666659027777
32105,V-25,0,Cluster,Accuracy,6,0.8275862068965517
32106,V-25,3,Cluster,Recall,6,0.46153846153846156
32107,V-25,3,Cluster,Precision,6,0.8571428559183674
32108,V-25,3,Cluster,Accuracy,6,0.7241379310344828
32109,V-25,2,Cluster,Recall,6,0.7777777777777778
32110,V-25,2,Cluster,Precision,6,0.6363636357851239
32111,V-25,2,Cluster,Accuracy,6,0.7931034482758621
32112,V-25,4,Cluster,Recall,6,0.6666666666666666
32113,V-25,4,Cluster,Precision,6,0.9999999991666666
32114,V-25,4,Cluster,Accuracy,6,0.7857142857142857
32115,V-25,1,Cluster,Recall,99,0.5454545454545454
32116,V-25,1,Cluster,Precision,99,0.6666666659259258
32117,V-25,1,Cluster,Accuracy,99,0.7241379310344828
32118,V-25,0,Cluster,Recall,99,0.5
32119,V-25,0,Cluster,Precision,99,0.49999999949999996
32120,V-25,0,Cluster,Accuracy,99,0.6551724137931034
32121,V-25,3,Cluster,Recall,99,0.6153846153846154
32122,V-25,3,Cluster,Precision,99,0.7999999992
32123,V-25,3,Cluster,Accuracy,99,0.7586206896551724
32124,V-25,2,Cluster,Recall,99,0.5714285714285714
32125,V-25,2,Cluster,Precision,99,0.666666666111111
32126,V-25,2,Cluster,Accuracy,99,0.6551724137931034
32127,V-25,4,Cluster,Recall,99,0.5882352941176471
32128,V-25,4,Cluster,Precision,99,0.7692307686390532
32129,V-25,4,Cluster,Accuracy,99,0.6428571428571428
32130,V-25,1,Cluster,Recall,98,0.9
32131,V-25,1,Cluster,Precision,98,0.749999999375
32132,V-25,1,Cluster,Accuracy,98,0.8620689655172413
32133,V-25,0,Cluster,Recall,98,0.7272727272727273
32134,V-25,0,Cluster,Precision,98,0.8888888879012344
32135,V-25,0,Cluster,Accuracy,98,0.8620689655172413
32136,V-25,3,Cluster,Recall,98,0.7692307692307693
32137,V-25,3,Cluster,Precision,98,0.7692307686390532
32138,V-25,3,Cluster,Accuracy,98,0.7931034482758621
32139,V-25,2,Cluster,Recall,98,0.7
32140,V-25,2,Cluster,Precision,98,0.8749999989062499
32141,V-25,2,Cluster,Accuracy,98,0.8620689655172414
32142,V-25,4,Cluster,Recall,98,0.8888888888888888
32143,V-25,4,Cluster,Precision,98,0.7272727266115702
32144,V-25,4,Cluster,Accuracy,98,0.8571428571428571
32145,V-25,1,Cluster,Recall,91,0.7777777777777778
32146,V-25,1,Cluster,Precision,91,0.8749999989062499
32147,V-25,1,Cluster,Accuracy,91,0.896551724137931
32148,V-25,0,Cluster,Recall,91,0.9
32149,V-25,0,Cluster,Precision,91,0.8999999991
32150,V-25,0,Cluster,Accuracy,91,0.9310344827586208
32151,V-25,3,Cluster,Recall,91,0.7333333333333333
32152,V-25,3,Cluster,Precision,91,0.7857142851530612
32153,V-25,3,Cluster,Accuracy,91,0.7586206896551724
32154,V-25,2,Cluster,Recall,91,0.7777777777777778
32155,V-25,2,Cluster,Precision,91,0.7777777769135802
32156,V-25,2,Cluster,Accuracy,91,0.8620689655172414
32157,V-25,4,Cluster,Recall,91,0.7857142857142857
32158,V-25,4,Cluster,Precision,91,0.8461538455029586
32159,V-25,4,Cluster,Accuracy,91,0.8214285714285714
32160,V-25,1,Cluster,Recall,90,0.8181818181818182
32161,V-25,1,Cluster,Precision,90,0.8181818174380164
32162,V-25,1,Cluster,Accuracy,90,0.8620689655172413
32163,V-25,0,Cluster,Recall,90,0.8333333333333334
32164,V-25,0,Cluster,Precision,90,0.9090909082644627
32165,V-25,0,Cluster,Accuracy,90,0.896551724137931
32166,V-25,3,Cluster,Recall,90,0.7142857142857143
32167,V-25,3,Cluster,Precision,90,0.9999999989999999
32168,V-25,3,Cluster,Accuracy,90,0.8620689655172414
32169,V-25,2,Cluster,Recall,90,0.5333333333333333
32170,V-25,2,Cluster,Precision,90,0.7272727266115702
32171,V-25,2,Cluster,Accuracy,90,0.6551724137931034
32172,V-25,4,Cluster,Recall,90,0.5882352941176471
32173,V-25,4,Cluster,Precision,90,0.9090909082644627
32174,V-25,4,Cluster,Accuracy,90,0.7142857142857143
32175,V-25,1,Cluster,Recall,93,0.7142857142857143
32176,V-25,1,Cluster,Precision,93,0.5555555549382716
32177,V-25,1,Cluster,Accuracy,93,0.7931034482758621
32178,V-25,0,Cluster,Recall,93,0.75
32179,V-25,0,Cluster,Precision,93,0.749999999375
32180,V-25,0,Cluster,Accuracy,93,0.7931034482758621
32181,V-25,3,Cluster,Recall,93,0.9166666666666666
32182,V-25,3,Cluster,Precision,93,0.8461538455029586
32183,V-25,3,Cluster,Accuracy,93,0.896551724137931
32184,V-25,2,Cluster,Recall,93,0.6363636363636364
32185,V-25,2,Cluster,Precision,93,0.9999999985714286
32186,V-25,2,Cluster,Accuracy,93,0.8620689655172414
32187,V-25,4,Cluster,Recall,93,0.9166666666666666
32188,V-25,4,Cluster,Precision,93,0.8461538455029586
32189,V-25,4,Cluster,Accuracy,93,0.8928571428571428
32190,V-25,1,Cluster,Recall,92,0.6923076923076923
32191,V-25,1,Cluster,Precision,92,0.8999999991
32192,V-25,1,Cluster,Accuracy,92,0.8275862068965518
32193,V-25,0,Cluster,Recall,92,1.0
32194,V-25,0,Cluster,Precision,92,0.8461538455029586
32195,V-25,0,Cluster,Accuracy,92,0.9310344827586207
32196,V-25,3,Cluster,Recall,92,0.9
32197,V-25,3,Cluster,Precision,92,0.6923076917751478
32198,V-25,3,Cluster,Accuracy,92,0.8275862068965518
32199,V-25,2,Cluster,Recall,92,0.5384615384615384
32200,V-25,2,Cluster,Precision,92,0.7777777769135802
32201,V-25,2,Cluster,Accuracy,92,0.7241379310344828
32202,V-25,4,Cluster,Recall,92,0.38461538461538464
32203,V-25,4,Cluster,Precision,92,0.5555555549382716
32204,V-25,4,Cluster,Accuracy,92,0.5714285714285714
32205,V-25,1,Cluster,Recall,95,0.7777777777777778
32206,V-25,1,Cluster,Precision,95,0.9999999985714286
32207,V-25,1,Cluster,Accuracy,95,0.9310344827586208
32208,V-25,0,Cluster,Recall,95,0.8
32209,V-25,0,Cluster,Precision,95,0.7999999992
32210,V-25,0,Cluster,Accuracy,95,0.8620689655172413
32211,V-25,3,Cluster,Recall,95,0.7142857142857143
32212,V-25,3,Cluster,Precision,95,0.3846153843195266
32213,V-25,3,Cluster,Accuracy,95,0.6551724137931034
32214,V-25,2,Cluster,Recall,95,0.7272727272727273
32215,V-25,2,Cluster,Precision,95,0.666666666111111
32216,V-25,2,Cluster,Accuracy,95,0.7586206896551724
32217,V-25,4,Cluster,Recall,95,0.7
32218,V-25,4,Cluster,Precision,95,0.5833333328472222
32219,V-25,4,Cluster,Accuracy,95,0.7142857142857143
32220,V-25,1,Cluster,Recall,94,0.625
32221,V-25,1,Cluster,Precision,94,0.8333333326388889
32222,V-25,1,Cluster,Accuracy,94,0.7241379310344828
32223,V-25,0,Cluster,Recall,94,0.7777777777777778
32224,V-25,0,Cluster,Precision,94,0.6363636357851239
32225,V-25,0,Cluster,Accuracy,94,0.7931034482758621
32226,V-25,3,Cluster,Recall,94,0.5384615384615384
32227,V-25,3,Cluster,Precision,94,0.6999999992999999
32228,V-25,3,Cluster,Accuracy,94,0.6896551724137931
32229,V-25,2,Cluster,Recall,94,0.6666666666666666
32230,V-25,2,Cluster,Precision,94,0.4444444439506172
32231,V-25,2,Cluster,Accuracy,94,0.7586206896551724
32232,V-25,4,Cluster,Recall,94,0.7777777777777778
32233,V-25,4,Cluster,Precision,94,0.5833333328472222
32234,V-25,4,Cluster,Accuracy,94,0.75
32235,V-25,1,Cluster,Recall,97,0.6666666666666666
32236,V-25,1,Cluster,Precision,97,0.7999999992
32237,V-25,1,Cluster,Accuracy,97,0.7931034482758621
32238,V-25,0,Cluster,Recall,97,0.7777777777777778
32239,V-25,0,Cluster,Precision,97,0.8749999989062499
32240,V-25,0,Cluster,Accuracy,97,0.896551724137931
32241,V-25,3,Cluster,Recall,97,0.6923076923076923
32242,V-25,3,Cluster,Precision,97,0.8999999991
32243,V-25,3,Cluster,Accuracy,97,0.8275862068965518
32244,V-25,2,Cluster,Recall,97,0.7894736842105263
32245,V-25,2,Cluster,Precision,97,0.8823529406574394
32246,V-25,2,Cluster,Accuracy,97,0.7931034482758621
32247,V-25,4,Cluster,Recall,97,0.5454545454545454
32248,V-25,4,Cluster,Precision,97,0.6666666659259258
32249,V-25,4,Cluster,Accuracy,97,0.7142857142857143
32250,V-25,1,Cluster,Recall,96,0.9166666666666666
32251,V-25,1,Cluster,Precision,96,0.7857142851530612
32252,V-25,1,Cluster,Accuracy,96,0.8620689655172413
32253,V-25,0,Cluster,Recall,96,0.8181818181818182
32254,V-25,0,Cluster,Precision,96,0.8999999991
32255,V-25,0,Cluster,Accuracy,96,0.896551724137931
32256,V-25,3,Cluster,Recall,96,0.7
32257,V-25,3,Cluster,Precision,96,0.6999999992999999
32258,V-25,3,Cluster,Accuracy,96,0.7931034482758621
32259,V-25,2,Cluster,Recall,96,0.6666666666666666
32260,V-25,2,Cluster,Precision,96,0.8888888879012344
32261,V-25,2,Cluster,Accuracy,96,0.8275862068965517
32262,V-25,4,Cluster,Recall,96,0.7692307692307693
32263,V-25,4,Cluster,Precision,96,0.9090909082644627
32264,V-25,4,Cluster,Accuracy,96,0.8571428571428572
32265,V-25,1,Cluster,Recall,814,0.5
32266,V-25,1,Cluster,Precision,814,0.5999999993999999
32267,V-25,1,Cluster,Accuracy,814,0.6551724137931034
32268,V-25,0,Cluster,Recall,814,0.6923076923076923
32269,V-25,0,Cluster,Precision,814,0.8181818174380164
32270,V-25,0,Cluster,Accuracy,814,0.7931034482758621
32271,V-25,3,Cluster,Recall,814,0.8333333333333334
32272,V-25,3,Cluster,Precision,814,0.7142857132653061
32273,V-25,3,Cluster,Accuracy,814,0.896551724137931
32274,V-25,2,Cluster,Recall,814,0.625
32275,V-25,2,Cluster,Precision,814,0.6249999992187499
32276,V-25,2,Cluster,Accuracy,814,0.7931034482758621
32277,V-25,4,Cluster,Recall,814,0.8823529411764706
32278,V-25,4,Cluster,Precision,814,0.8333333328703704
32279,V-25,4,Cluster,Accuracy,814,0.8214285714285714
32280,V-25,1,Cluster,Recall,815,1.0
32281,V-25,1,Cluster,Precision,815,0.666666666111111
32282,V-25,1,Cluster,Accuracy,815,0.8620689655172413
32283,V-25,0,Cluster,Recall,815,0.6
32284,V-25,0,Cluster,Precision,815,0.7499999990624999
32285,V-25,0,Cluster,Accuracy,815,0.793103448275862
32286,V-25,3,Cluster,Recall,815,0.375
32287,V-25,3,Cluster,Precision,815,0.4285714279591837
32288,V-25,3,Cluster,Accuracy,815,0.689655172413793
32289,V-25,2,Cluster,Recall,815,0.9
32290,V-25,2,Cluster,Precision,815,0.5999999996
32291,V-25,2,Cluster,Accuracy,815,0.7586206896551724
32292,V-25,4,Cluster,Recall,815,0.75
32293,V-25,4,Cluster,Precision,815,0.749999999375
32294,V-25,4,Cluster,Accuracy,815,0.7857142857142858
32295,V-25,1,Cluster,Recall,153,0.8
32296,V-25,1,Cluster,Precision,153,0.8888888879012344
32297,V-25,1,Cluster,Accuracy,153,0.896551724137931
32298,V-25,0,Cluster,Recall,153,0.8571428571428571
32299,V-25,0,Cluster,Precision,153,0.9999999991666666
32300,V-25,0,Cluster,Accuracy,153,0.9310344827586208
32301,V-25,3,Cluster,Recall,153,0.5555555555555556
32302,V-25,3,Cluster,Precision,153,0.6249999992187499
32303,V-25,3,Cluster,Accuracy,153,0.7586206896551724
32304,V-25,2,Cluster,Recall,153,0.9
32305,V-25,2,Cluster,Precision,153,0.8181818174380164
32306,V-25,2,Cluster,Accuracy,153,0.896551724137931
32307,V-25,4,Cluster,Recall,153,0.7857142857142857
32308,V-25,4,Cluster,Precision,153,0.7857142851530612
32309,V-25,4,Cluster,Accuracy,153,0.7857142857142857
32310,V-25,1,Cluster,Recall,740,0.7142857142857143
32311,V-25,1,Cluster,Precision,740,0.8333333319444445
32312,V-25,1,Cluster,Accuracy,740,0.896551724137931
32313,V-25,0,Cluster,Recall,740,0.7333333333333333
32314,V-25,0,Cluster,Precision,740,0.8461538455029586
32315,V-25,0,Cluster,Accuracy,740,0.7931034482758621
32316,V-25,3,Cluster,Recall,740,1.0
32317,V-25,3,Cluster,Precision,740,0.8666666660888889
32318,V-25,3,Cluster,Accuracy,740,0.9310344827586208
32319,V-25,2,Cluster,Recall,740,0.7777777777777778
32320,V-25,2,Cluster,Precision,740,0.7777777769135802
32321,V-25,2,Cluster,Accuracy,740,0.8620689655172414
32322,V-25,4,Cluster,Recall,740,1.0
32323,V-25,4,Cluster,Precision,740,0.999999999090909
32324,V-25,4,Cluster,Accuracy,740,1.0
32325,V-25,1,Cluster,Recall,741,0.7647058823529411
32326,V-25,1,Cluster,Precision,741,0.8666666660888889
32327,V-25,1,Cluster,Accuracy,741,0.7931034482758621
32328,V-25,0,Cluster,Recall,741,0.75
32329,V-25,0,Cluster,Precision,741,0.5999999993999999
32330,V-25,0,Cluster,Accuracy,741,0.793103448275862
32331,V-25,3,Cluster,Recall,741,0.8461538461538461
32332,V-25,3,Cluster,Precision,741,0.9166666659027777
32333,V-25,3,Cluster,Accuracy,741,0.896551724137931
32334,V-25,2,Cluster,Recall,741,0.9
32335,V-25,2,Cluster,Precision,741,0.8999999991
32336,V-25,2,Cluster,Accuracy,741,0.9310344827586208
32337,V-25,4,Cluster,Recall,741,0.5555555555555556
32338,V-25,4,Cluster,Precision,741,0.7142857132653061
32339,V-25,4,Cluster,Accuracy,741,0.7857142857142857
32340,V-25,1,Cluster,Recall,742,0.8333333333333334
32341,V-25,1,Cluster,Precision,742,0.3846153843195266
32342,V-25,1,Cluster,Accuracy,742,0.6896551724137931
32343,V-25,0,Cluster,Recall,742,0.75
32344,V-25,0,Cluster,Precision,742,0.5999999993999999
32345,V-25,0,Cluster,Accuracy,742,0.793103448275862
32346,V-25,3,Cluster,Recall,742,0.8
32347,V-25,3,Cluster,Precision,742,0.6153846149112425
32348,V-25,3,Cluster,Accuracy,742,0.7586206896551724
32349,V-25,2,Cluster,Recall,742,0.5555555555555556
32350,V-25,2,Cluster,Precision,742,0.8333333319444445
32351,V-25,2,Cluster,Accuracy,742,0.8275862068965517
32352,V-25,4,Cluster,Recall,742,0.8888888888888888
32353,V-25,4,Cluster,Precision,742,0.666666666111111
32354,V-25,4,Cluster,Accuracy,742,0.8214285714285714
32355,V-25,1,Cluster,Recall,743,0.6153846153846154
32356,V-25,1,Cluster,Precision,743,0.8888888879012344
32357,V-25,1,Cluster,Accuracy,743,0.7931034482758621
32358,V-25,0,Cluster,Recall,743,0.7857142857142857
32359,V-25,0,Cluster,Precision,743,0.8461538455029586
32360,V-25,0,Cluster,Accuracy,743,0.8275862068965517
32361,V-25,3,Cluster,Recall,743,0.6666666666666666
32362,V-25,3,Cluster,Precision,743,0.6153846149112425
32363,V-25,3,Cluster,Accuracy,743,0.6896551724137931
32364,V-25,2,Cluster,Recall,743,0.875
32365,V-25,2,Cluster,Precision,743,0.7777777769135802
32366,V-25,2,Cluster,Accuracy,743,0.896551724137931
32367,V-25,4,Cluster,Recall,743,0.6
32368,V-25,4,Cluster,Precision,743,0.5999999993999999
32369,V-25,4,Cluster,Accuracy,743,0.7142857142857143
32370,V-25,1,Cluster,Recall,744,0.7777777777777778
32371,V-25,1,Cluster,Precision,744,0.6363636357851239
32372,V-25,1,Cluster,Accuracy,744,0.7931034482758621
32373,V-25,0,Cluster,Recall,744,0.6875
32374,V-25,0,Cluster,Precision,744,0.9166666659027777
32375,V-25,0,Cluster,Accuracy,744,0.7931034482758621
32376,V-25,3,Cluster,Recall,744,0.75
32377,V-25,3,Cluster,Precision,744,0.8999999991
32378,V-25,3,Cluster,Accuracy,744,0.8620689655172413
32379,V-25,2,Cluster,Recall,744,0.6923076923076923
32380,V-25,2,Cluster,Precision,744,0.6923076917751478
32381,V-25,2,Cluster,Accuracy,744,0.7241379310344828
32382,V-25,4,Cluster,Recall,744,0.8181818181818182
32383,V-25,4,Cluster,Precision,744,0.8181818174380164
32384,V-25,4,Cluster,Accuracy,744,0.8571428571428572
32385,V-25,1,Cluster,Recall,558,0.75
32386,V-25,1,Cluster,Precision,558,0.749999999375
32387,V-25,1,Cluster,Accuracy,558,0.7931034482758621
32388,V-25,0,Cluster,Recall,558,0.5333333333333333
32389,V-25,0,Cluster,Precision,558,0.9999999987499999
32390,V-25,0,Cluster,Accuracy,558,0.7586206896551724
32391,V-25,3,Cluster,Recall,558,0.8181818181818182
32392,V-25,3,Cluster,Precision,558,0.8999999991
32393,V-25,3,Cluster,Accuracy,558,0.896551724137931
32394,V-25,2,Cluster,Recall,558,1.0
32395,V-25,2,Cluster,Precision,558,0.8999999991
32396,V-25,2,Cluster,Accuracy,558,0.9655172413793103
32397,V-25,4,Cluster,Recall,558,0.8333333333333334
32398,V-25,4,Cluster,Precision,558,0.8333333326388889
32399,V-25,4,Cluster,Accuracy,558,0.8571428571428572
32400,V-25,1,Cluster,Recall,746,0.8181818181818182
32401,V-25,1,Cluster,Precision,746,0.8181818174380164
32402,V-25,1,Cluster,Accuracy,746,0.8620689655172413
32403,V-25,0,Cluster,Recall,746,0.8461538461538461
32404,V-25,0,Cluster,Precision,746,0.8461538455029586
32405,V-25,0,Cluster,Accuracy,746,0.8620689655172413
32406,V-25,3,Cluster,Recall,746,0.8333333333333334
32407,V-25,3,Cluster,Precision,746,0.8333333326388889
32408,V-25,3,Cluster,Accuracy,746,0.8620689655172414
32409,V-25,2,Cluster,Recall,746,0.7272727272727273
32410,V-25,2,Cluster,Precision,746,0.7999999992
32411,V-25,2,Cluster,Accuracy,746,0.8275862068965517
32412,V-25,4,Cluster,Recall,746,0.75
32413,V-25,4,Cluster,Precision,746,0.8999999991
32414,V-25,4,Cluster,Accuracy,746,0.8571428571428572
32415,V-25,1,Cluster,Recall,747,0.75
32416,V-25,1,Cluster,Precision,747,0.9999999988888888
32417,V-25,1,Cluster,Accuracy,747,0.896551724137931
32418,V-25,0,Cluster,Recall,747,0.5
32419,V-25,0,Cluster,Precision,747,0.7499999990624999
32420,V-25,0,Cluster,Accuracy,747,0.7241379310344828
32421,V-25,3,Cluster,Recall,747,0.6428571428571429
32422,V-25,3,Cluster,Precision,747,0.749999999375
32423,V-25,3,Cluster,Accuracy,747,0.7241379310344828
32424,V-25,2,Cluster,Recall,747,0.7142857142857143
32425,V-25,2,Cluster,Precision,747,0.9090909082644627
32426,V-25,2,Cluster,Accuracy,747,0.8275862068965518
32427,V-25,4,Cluster,Recall,747,0.8461538461538461
32428,V-25,4,Cluster,Precision,747,0.7333333328444444
32429,V-25,4,Cluster,Accuracy,747,0.7857142857142857
32430,V-25,1,Cluster,Recall,555,1.0
32431,V-25,1,Cluster,Precision,555,0.7692307686390532
32432,V-25,1,Cluster,Accuracy,555,0.896551724137931
32433,V-25,0,Cluster,Recall,555,0.7777777777777778
32434,V-25,0,Cluster,Precision,555,0.6999999992999999
32435,V-25,0,Cluster,Accuracy,555,0.8275862068965517
32436,V-25,3,Cluster,Recall,555,0.9090909090909091
32437,V-25,3,Cluster,Precision,555,0.7692307686390532
32438,V-25,3,Cluster,Accuracy,555,0.8620689655172414
32439,V-25,2,Cluster,Recall,555,0.9
32440,V-25,2,Cluster,Precision,555,0.8181818174380164
32441,V-25,2,Cluster,Accuracy,555,0.896551724137931
32442,V-25,4,Cluster,Recall,555,0.5
32443,V-25,4,Cluster,Precision,555,0.4444444439506172
32444,V-25,4,Cluster,Accuracy,555,0.6785714285714286
32445,V-25,1,Cluster,Recall,554,0.5454545454545454
32446,V-25,1,Cluster,Precision,554,0.8571428559183674
32447,V-25,1,Cluster,Accuracy,554,0.793103448275862
32448,V-25,0,Cluster,Recall,554,0.8181818181818182
32449,V-25,0,Cluster,Precision,554,0.6923076917751478
32450,V-25,0,Cluster,Accuracy,554,0.7931034482758621
32451,V-25,3,Cluster,Recall,554,0.8125
32452,V-25,3,Cluster,Precision,554,0.7647058819031142
32453,V-25,3,Cluster,Accuracy,554,0.7586206896551724
32454,V-25,2,Cluster,Recall,554,0.9
32455,V-25,2,Cluster,Precision,554,0.8181818174380164
32456,V-25,2,Cluster,Accuracy,554,0.896551724137931
32457,V-25,4,Cluster,Recall,554,0.625
32458,V-25,4,Cluster,Precision,554,0.7142857132653061
32459,V-25,4,Cluster,Accuracy,554,0.8214285714285715
32460,V-25,1,Cluster,Recall,557,0.7894736842105263
32461,V-25,1,Cluster,Precision,557,0.9374999994140625
32462,V-25,1,Cluster,Accuracy,557,0.8275862068965518
32463,V-25,0,Cluster,Recall,557,0.6923076923076923
32464,V-25,0,Cluster,Precision,557,0.8181818174380164
32465,V-25,0,Cluster,Accuracy,557,0.7931034482758621
32466,V-25,3,Cluster,Recall,557,0.6666666666666666
32467,V-25,3,Cluster,Precision,557,0.9999999989999999
32468,V-25,3,Cluster,Accuracy,557,0.8275862068965518
32469,V-25,2,Cluster,Recall,557,0.5625
32470,V-25,2,Cluster,Precision,557,0.8181818174380164
32471,V-25,2,Cluster,Accuracy,557,0.6896551724137931
32472,V-25,4,Cluster,Recall,557,0.5
32473,V-25,4,Cluster,Precision,557,0.8749999989062499
32474,V-25,4,Cluster,Accuracy,557,0.7142857142857143
32475,V-25,1,Cluster,Recall,556,0.7142857142857143
32476,V-25,1,Cluster,Precision,556,0.8333333326388889
32477,V-25,1,Cluster,Accuracy,556,0.7931034482758621
32478,V-25,0,Cluster,Recall,556,0.9166666666666666
32479,V-25,0,Cluster,Precision,556,0.8461538455029586
32480,V-25,0,Cluster,Accuracy,556,0.896551724137931
32481,V-25,3,Cluster,Recall,556,0.7777777777777778
32482,V-25,3,Cluster,Precision,556,0.6999999992999999
32483,V-25,3,Cluster,Accuracy,556,0.8275862068965517
32484,V-25,2,Cluster,Recall,556,0.7777777777777778
32485,V-25,2,Cluster,Precision,556,0.6363636357851239
32486,V-25,2,Cluster,Accuracy,556,0.7931034482758621
32487,V-25,4,Cluster,Recall,556,0.9
32488,V-25,4,Cluster,Precision,556,0.8999999991
32489,V-25,4,Cluster,Accuracy,556,0.9285714285714286
32490,V-25,1,Cluster,Recall,551,0.7857142857142857
32491,V-25,1,Cluster,Precision,551,0.999999999090909
32492,V-25,1,Cluster,Accuracy,551,0.896551724137931
32493,V-25,0,Cluster,Recall,551,0.45454545454545453
32494,V-25,0,Cluster,Precision,551,0.8333333319444445
32495,V-25,0,Cluster,Accuracy,551,0.7586206896551724
32496,V-25,3,Cluster,Recall,551,0.8181818181818182
32497,V-25,3,Cluster,Precision,551,0.6923076917751478
32498,V-25,3,Cluster,Accuracy,551,0.7931034482758621
32499,V-25,2,Cluster,Recall,551,0.7058823529411765
32500,V-25,2,Cluster,Precision,551,0.9230769223668639
32501,V-25,2,Cluster,Accuracy,551,0.7931034482758621
32502,V-25,4,Cluster,Recall,551,0.8571428571428571
32503,V-25,4,Cluster,Precision,551,0.9999999991666666
32504,V-25,4,Cluster,Accuracy,551,0.9285714285714286
32505,V-25,1,Cluster,Recall,550,0.5833333333333334
32506,V-25,1,Cluster,Precision,550,0.5833333328472222
32507,V-25,1,Cluster,Accuracy,550,0.6551724137931034
32508,V-25,0,Cluster,Recall,550,1.0
32509,V-25,0,Cluster,Precision,550,0.3846153843195266
32510,V-25,0,Cluster,Accuracy,550,0.7241379310344828
32511,V-25,3,Cluster,Recall,550,0.625
32512,V-25,3,Cluster,Precision,550,0.45454545413223135
32513,V-25,3,Cluster,Accuracy,550,0.6896551724137931
32514,V-25,2,Cluster,Recall,550,0.5454545454545454
32515,V-25,2,Cluster,Precision,550,0.5454545449586776
32516,V-25,2,Cluster,Accuracy,550,0.6551724137931034
32517,V-25,4,Cluster,Recall,550,0.875
32518,V-25,4,Cluster,Precision,550,0.7777777769135802
32519,V-25,4,Cluster,Accuracy,550,0.8928571428571429
32520,V-25,1,Cluster,Recall,553,0.8333333333333334
32521,V-25,1,Cluster,Precision,553,0.7692307686390532
32522,V-25,1,Cluster,Accuracy,553,0.8275862068965518
32523,V-25,0,Cluster,Recall,553,0.75
32524,V-25,0,Cluster,Precision,553,0.9230769223668639
32525,V-25,0,Cluster,Accuracy,553,0.8275862068965517
32526,V-25,3,Cluster,Recall,553,0.6428571428571429
32527,V-25,3,Cluster,Precision,553,0.8999999991
32528,V-25,3,Cluster,Accuracy,553,0.7931034482758621
32529,V-25,2,Cluster,Recall,553,0.75
32530,V-25,2,Cluster,Precision,553,0.9999999988888888
32531,V-25,2,Cluster,Accuracy,553,0.896551724137931
32532,V-25,4,Cluster,Recall,553,0.5384615384615384
32533,V-25,4,Cluster,Precision,553,0.7777777769135802
32534,V-25,4,Cluster,Accuracy,553,0.7142857142857143
32535,V-25,1,Cluster,Recall,552,0.4166666666666667
32536,V-25,1,Cluster,Precision,552,0.49999999949999996
32537,V-25,1,Cluster,Accuracy,552,0.5862068965517242
32538,V-25,0,Cluster,Recall,552,0.625
32539,V-25,0,Cluster,Precision,552,0.41666666631944443
32540,V-25,0,Cluster,Accuracy,552,0.6551724137931034
32541,V-25,3,Cluster,Recall,552,0.5714285714285714
32542,V-25,3,Cluster,Precision,552,0.3999999996
32543,V-25,3,Cluster,Accuracy,552,0.6896551724137931
32544,V-25,2,Cluster,Recall,552,0.5384615384615384
32545,V-25,2,Cluster,Precision,552,0.6363636357851239
32546,V-25,2,Cluster,Accuracy,552,0.6551724137931034
32547,V-25,4,Cluster,Recall,552,0.8
32548,V-25,4,Cluster,Precision,552,0.666666666111111
32549,V-25,4,Cluster,Accuracy,552,0.7857142857142857
32550,V-25,1,Cluster,Recall,238,0.8125
32551,V-25,1,Cluster,Precision,238,0.9285714279081632
32552,V-25,1,Cluster,Accuracy,238,0.8620689655172413
32553,V-25,0,Cluster,Recall,238,0.6666666666666666
32554,V-25,0,Cluster,Precision,238,0.9999999989999999
32555,V-25,0,Cluster,Accuracy,238,0.8275862068965518
32556,V-25,3,Cluster,Recall,238,0.7368421052631579
32557,V-25,3,Cluster,Precision,238,0.9999999992857143
32558,V-25,3,Cluster,Accuracy,238,0.8275862068965518
32559,V-25,2,Cluster,Recall,238,1.0
32560,V-25,2,Cluster,Precision,238,0.999999999090909
32561,V-25,2,Cluster,Accuracy,238,1.0
32562,V-25,4,Cluster,Recall,238,0.46153846153846156
32563,V-25,4,Cluster,Precision,238,0.9999999983333333
32564,V-25,4,Cluster,Accuracy,238,0.75
32565,V-25,1,Cluster,Recall,239,0.6666666666666666
32566,V-25,1,Cluster,Precision,239,0.7999999992
32567,V-25,1,Cluster,Accuracy,239,0.7931034482758621
32568,V-25,0,Cluster,Recall,239,0.6111111111111112
32569,V-25,0,Cluster,Precision,239,0.9166666659027777
32570,V-25,0,Cluster,Accuracy,239,0.7241379310344828
32571,V-25,3,Cluster,Recall,239,1.0
32572,V-25,3,Cluster,Precision,239,0.8571428565306122
32573,V-25,3,Cluster,Accuracy,239,0.9310344827586208
32574,V-25,2,Cluster,Recall,239,0.75
32575,V-25,2,Cluster,Precision,239,0.8571428565306122
