,Dataset,Fold,Method,Metric,Patient,Performance
12551,V-25,2,MMSBM,Accuracy,637,0.7931034482758621
12552,V-25,4,MMSBM,Recall,637,0.8181818181818182
12553,V-25,4,MMSBM,Precision,637,0.8181818174380164
12554,V-25,4,MMSBM,Accuracy,637,0.8571428571428572
12555,V-25,1,MMSBM,Recall,465,0.7142857142857143
12556,V-25,1,MMSBM,Precision,465,0.5555555549382716
12557,V-25,1,MMSBM,Accuracy,465,0.7931034482758621
12558,V-25,0,MMSBM,Recall,465,0.6666666666666666
12559,V-25,0,MMSBM,Precision,465,0.7499999990624999
12560,V-25,0,MMSBM,Accuracy,465,0.8275862068965517
12561,V-25,3,MMSBM,Recall,465,0.6428571428571429
12562,V-25,3,MMSBM,Precision,465,0.749999999375
12563,V-25,3,MMSBM,Accuracy,465,0.7241379310344828
12564,V-25,2,MMSBM,Recall,465,0.8125
12565,V-25,2,MMSBM,Precision,465,0.9285714279081632
12566,V-25,2,MMSBM,Accuracy,465,0.8620689655172413
12567,V-25,4,MMSBM,Recall,465,0.8888888888888888
12568,V-25,4,MMSBM,Precision,465,0.941176470034602
12569,V-25,4,MMSBM,Accuracy,465,0.8928571428571428
12570,V-25,1,MMSBM,Recall,464,0.75
12571,V-25,1,MMSBM,Precision,464,0.7999999994666667
12572,V-25,1,MMSBM,Accuracy,464,0.7586206896551724
12573,V-25,0,MMSBM,Recall,464,0.9230769230769231
12574,V-25,0,MMSBM,Precision,464,0.7999999994666667
12575,V-25,0,MMSBM,Accuracy,464,0.8620689655172413
12576,V-25,3,MMSBM,Recall,464,0.3333333333333333
12577,V-25,3,MMSBM,Precision,464,0.49999999916666665
12578,V-25,3,MMSBM,Accuracy,464,0.689655172413793
12579,V-25,2,MMSBM,Recall,464,0.6
12580,V-25,2,MMSBM,Precision,464,0.5454545449586776
12581,V-25,2,MMSBM,Accuracy,464,0.6896551724137931
12582,V-25,4,MMSBM,Recall,464,0.6923076923076923
12583,V-25,4,MMSBM,Precision,464,0.9999999988888888
12584,V-25,4,MMSBM,Accuracy,464,0.8571428571428572
12585,V-25,1,MMSBM,Recall,467,0.8571428571428571
12586,V-25,1,MMSBM,Precision,467,0.74999999953125
12587,V-25,1,MMSBM,Accuracy,467,0.7931034482758621
12588,V-25,0,MMSBM,Recall,467,0.9285714285714286
12589,V-25,0,MMSBM,Precision,467,0.7647058819031142
12590,V-25,0,MMSBM,Accuracy,467,0.8275862068965517
12591,V-25,3,MMSBM,Recall,467,0.8
12592,V-25,3,MMSBM,Precision,467,0.7999999992
12593,V-25,3,MMSBM,Accuracy,467,0.8620689655172413
12594,V-25,2,MMSBM,Recall,467,0.8666666666666667
12595,V-25,2,MMSBM,Precision,467,0.9999999992307692
12596,V-25,2,MMSBM,Accuracy,467,0.9310344827586208
12597,V-25,4,MMSBM,Recall,467,0.6666666666666666
12598,V-25,4,MMSBM,Precision,467,0.6666666655555555
12599,V-25,4,MMSBM,Accuracy,467,0.8571428571428572
12600,V-25,1,MMSBM,Recall,466,1.0
12601,V-25,1,MMSBM,Precision,466,0.7692307686390532
12602,V-25,1,MMSBM,Accuracy,466,0.896551724137931
12603,V-25,0,MMSBM,Recall,466,0.6
12604,V-25,0,MMSBM,Precision,466,0.7499999990624999
12605,V-25,0,MMSBM,Accuracy,466,0.793103448275862
12606,V-25,3,MMSBM,Recall,466,0.7142857142857143
12607,V-25,3,MMSBM,Precision,466,0.49999999949999996
12608,V-25,3,MMSBM,Accuracy,466,0.7586206896551724
12609,V-25,2,MMSBM,Recall,466,0.8461538461538461
12610,V-25,2,MMSBM,Precision,466,0.7857142851530612
12611,V-25,2,MMSBM,Accuracy,466,0.8275862068965517
12612,V-25,4,MMSBM,Recall,466,0.875
12613,V-25,4,MMSBM,Precision,466,0.874999999453125
12614,V-25,4,MMSBM,Accuracy,466,0.8571428571428572
12615,V-25,1,MMSBM,Recall,461,0.7333333333333333
12616,V-25,1,MMSBM,Precision,461,0.6470588231487889
12617,V-25,1,MMSBM,Accuracy,461,0.6551724137931034
12618,V-25,0,MMSBM,Recall,461,0.7692307692307693
12619,V-25,0,MMSBM,Precision,461,0.624999999609375
12620,V-25,0,MMSBM,Accuracy,461,0.6896551724137931
12621,V-25,3,MMSBM,Recall,461,0.6190476190476191
12622,V-25,3,MMSBM,Precision,461,0.9999999992307692
12623,V-25,3,MMSBM,Accuracy,461,0.7241379310344828
12624,V-25,2,MMSBM,Recall,461,0.75
12625,V-25,2,MMSBM,Precision,461,0.6923076917751478
12626,V-25,2,MMSBM,Accuracy,461,0.7586206896551724
12627,V-25,4,MMSBM,Recall,461,0.5882352941176471
12628,V-25,4,MMSBM,Precision,461,0.9090909082644627
12629,V-25,4,MMSBM,Accuracy,461,0.7142857142857143
12630,V-25,1,MMSBM,Recall,460,0.8823529411764706
12631,V-25,1,MMSBM,Precision,460,0.9374999994140625
12632,V-25,1,MMSBM,Accuracy,460,0.896551724137931
12633,V-25,0,MMSBM,Recall,460,0.7142857142857143
12634,V-25,0,MMSBM,Precision,460,0.49999999949999996
12635,V-25,0,MMSBM,Accuracy,460,0.7586206896551724
12636,V-25,3,MMSBM,Recall,460,0.8333333333333334
12637,V-25,3,MMSBM,Precision,460,0.7692307686390532
12638,V-25,3,MMSBM,Accuracy,460,0.8275862068965518
12639,V-25,2,MMSBM,Recall,460,0.5263157894736842
12640,V-25,2,MMSBM,Precision,460,0.9090909082644627
12641,V-25,2,MMSBM,Accuracy,460,0.6551724137931034
12642,V-25,4,MMSBM,Recall,460,0.75
12643,V-25,4,MMSBM,Precision,460,0.749999999375
12644,V-25,4,MMSBM,Accuracy,460,0.7857142857142858
12645,V-25,1,MMSBM,Recall,463,0.5454545454545454
12646,V-25,1,MMSBM,Precision,463,0.7499999990624999
12647,V-25,1,MMSBM,Accuracy,463,0.7586206896551724
12648,V-25,0,MMSBM,Recall,463,0.6666666666666666
12649,V-25,0,MMSBM,Precision,463,0.7272727266115702
12650,V-25,0,MMSBM,Accuracy,463,0.7586206896551724
12651,V-25,3,MMSBM,Recall,463,0.8571428571428571
12652,V-25,3,MMSBM,Precision,463,0.9999999991666666
12653,V-25,3,MMSBM,Accuracy,463,0.9310344827586208
12654,V-25,2,MMSBM,Recall,463,0.8
12655,V-25,2,MMSBM,Precision,463,0.74999999953125
12656,V-25,2,MMSBM,Accuracy,463,0.7586206896551724
12657,V-25,4,MMSBM,Recall,463,0.8461538461538461
12658,V-25,4,MMSBM,Precision,463,0.7857142851530612
12659,V-25,4,MMSBM,Accuracy,463,0.8214285714285714
12660,V-25,1,MMSBM,Recall,462,0.8888888888888888
12661,V-25,1,MMSBM,Precision,462,0.6153846149112425
12662,V-25,1,MMSBM,Accuracy,462,0.7931034482758621
12663,V-25,0,MMSBM,Recall,462,0.5555555555555556
12664,V-25,0,MMSBM,Precision,462,0.8333333319444445
12665,V-25,0,MMSBM,Accuracy,462,0.8275862068965517
12666,V-25,3,MMSBM,Recall,462,0.6666666666666666
12667,V-25,3,MMSBM,Precision,462,0.666666666111111
12668,V-25,3,MMSBM,Accuracy,462,0.7241379310344828
12669,V-25,2,MMSBM,Recall,462,0.6923076923076923
12670,V-25,2,MMSBM,Precision,462,0.749999999375
12671,V-25,2,MMSBM,Accuracy,462,0.7586206896551724
12672,V-25,4,MMSBM,Recall,462,0.7272727272727273
12673,V-25,4,MMSBM,Precision,462,0.7999999992
12674,V-25,4,MMSBM,Accuracy,462,0.8214285714285714
12675,V-25,1,MMSBM,Recall,168,0.6923076923076923
12676,V-25,1,MMSBM,Precision,168,0.749999999375
12677,V-25,1,MMSBM,Accuracy,168,0.7586206896551724
12678,V-25,0,MMSBM,Recall,168,0.5714285714285714
12679,V-25,0,MMSBM,Precision,168,0.8888888879012344
12680,V-25,0,MMSBM,Accuracy,168,0.7586206896551724
12681,V-25,3,MMSBM,Recall,168,0.6666666666666666
12682,V-25,3,MMSBM,Precision,168,0.7692307686390532
12683,V-25,3,MMSBM,Accuracy,168,0.7241379310344828
12684,V-25,2,MMSBM,Recall,168,0.7777777777777778
12685,V-25,2,MMSBM,Precision,168,0.49999999964285713
12686,V-25,2,MMSBM,Accuracy,168,0.6896551724137931
12687,V-25,4,MMSBM,Recall,168,0.875
12688,V-25,4,MMSBM,Precision,168,0.6999999992999999
12689,V-25,4,MMSBM,Accuracy,168,0.8571428571428571
12690,V-25,1,MMSBM,Recall,169,0.7777777777777778
12691,V-25,1,MMSBM,Precision,169,0.7777777769135802
12692,V-25,1,MMSBM,Accuracy,169,0.8620689655172414
12693,V-25,0,MMSBM,Recall,169,0.7272727272727273
12694,V-25,0,MMSBM,Precision,169,0.6153846149112425
12695,V-25,0,MMSBM,Accuracy,169,0.7241379310344828
12696,V-25,3,MMSBM,Recall,169,0.8181818181818182
12697,V-25,3,MMSBM,Precision,169,0.8181818174380164
12698,V-25,3,MMSBM,Accuracy,169,0.8620689655172413
12699,V-25,2,MMSBM,Recall,169,0.6666666666666666
12700,V-25,2,MMSBM,Precision,169,0.571428570612245
12701,V-25,2,MMSBM,Accuracy,169,0.8275862068965518
12702,V-25,4,MMSBM,Recall,169,0.5714285714285714
12703,V-25,4,MMSBM,Precision,169,0.9999999987499999
12704,V-25,4,MMSBM,Accuracy,169,0.7857142857142857
12705,V-25,1,MMSBM,Recall,164,0.7333333333333333
12706,V-25,1,MMSBM,Precision,164,0.7333333328444444
12707,V-25,1,MMSBM,Accuracy,164,0.7241379310344828
12708,V-25,0,MMSBM,Recall,164,0.5882352941176471
12709,V-25,0,MMSBM,Precision,164,0.9999999989999999
12710,V-25,0,MMSBM,Accuracy,164,0.7586206896551724
12711,V-25,3,MMSBM,Recall,164,0.8571428571428571
12712,V-25,3,MMSBM,Precision,164,0.7999999994666667
12713,V-25,3,MMSBM,Accuracy,164,0.8275862068965517
12714,V-25,2,MMSBM,Recall,164,0.8235294117647058
12715,V-25,2,MMSBM,Precision,164,0.9333333327111111
12716,V-25,2,MMSBM,Accuracy,164,0.8620689655172413
12717,V-25,4,MMSBM,Recall,164,0.75
12718,V-25,4,MMSBM,Precision,164,0.8999999991
12719,V-25,4,MMSBM,Accuracy,164,0.8571428571428572
12720,V-25,1,MMSBM,Recall,165,0.75
12721,V-25,1,MMSBM,Precision,165,0.8571428559183674
12722,V-25,1,MMSBM,Accuracy,165,0.896551724137931
12723,V-25,0,MMSBM,Recall,165,0.7
12724,V-25,0,MMSBM,Precision,165,0.6363636357851239
12725,V-25,0,MMSBM,Accuracy,165,0.7586206896551725
12726,V-25,3,MMSBM,Recall,165,0.8461538461538461
12727,V-25,3,MMSBM,Precision,165,0.7333333328444444
12728,V-25,3,MMSBM,Accuracy,165,0.7931034482758621
12729,V-25,2,MMSBM,Recall,165,0.6666666666666666
12730,V-25,2,MMSBM,Precision,165,0.7272727266115702
12731,V-25,2,MMSBM,Accuracy,165,0.7586206896551724
12732,V-25,4,MMSBM,Recall,165,0.8235294117647058
12733,V-25,4,MMSBM,Precision,165,0.874999999453125
12734,V-25,4,MMSBM,Accuracy,165,0.8214285714285714
12735,V-25,1,MMSBM,Recall,166,0.4
12736,V-25,1,MMSBM,Precision,166,0.7499999990624999
12737,V-25,1,MMSBM,Accuracy,166,0.6206896551724138
12738,V-25,0,MMSBM,Recall,166,0.631578947368421
12739,V-25,0,MMSBM,Precision,166,0.9999999991666666
12740,V-25,0,MMSBM,Accuracy,166,0.7586206896551724
12741,V-25,3,MMSBM,Recall,166,0.46153846153846156
12742,V-25,3,MMSBM,Precision,166,0.6666666659259258
12743,V-25,3,MMSBM,Accuracy,166,0.6551724137931034
12744,V-25,2,MMSBM,Recall,166,0.5789473684210527
12745,V-25,2,MMSBM,Precision,166,0.7857142851530612
12746,V-25,2,MMSBM,Accuracy,166,0.6206896551724138
12747,V-25,4,MMSBM,Recall,166,0.7222222222222222
12748,V-25,4,MMSBM,Precision,166,0.9999999992307692
12749,V-25,4,MMSBM,Accuracy,166,0.8214285714285714
12750,V-25,1,MMSBM,Recall,167,0.6875
12751,V-25,1,MMSBM,Precision,167,0.7333333328444444
12752,V-25,1,MMSBM,Accuracy,167,0.6896551724137931
12753,V-25,0,MMSBM,Recall,167,0.75
12754,V-25,0,MMSBM,Precision,167,0.8181818174380164
12755,V-25,0,MMSBM,Accuracy,167,0.8275862068965518
12756,V-25,3,MMSBM,Recall,167,0.4166666666666667
12757,V-25,3,MMSBM,Precision,167,0.6249999992187499
12758,V-25,3,MMSBM,Accuracy,167,0.6551724137931034
12759,V-25,2,MMSBM,Recall,167,1.0
12760,V-25,2,MMSBM,Precision,167,0.874999999453125
12761,V-25,2,MMSBM,Accuracy,167,0.9310344827586208
12762,V-25,4,MMSBM,Recall,167,0.6666666666666666
12763,V-25,4,MMSBM,Precision,167,0.8888888879012344
12764,V-25,4,MMSBM,Accuracy,167,0.8214285714285714
12765,V-25,1,MMSBM,Recall,160,0.8461538461538461
12766,V-25,1,MMSBM,Precision,160,0.7333333328444444
12767,V-25,1,MMSBM,Accuracy,160,0.7931034482758621
12768,V-25,0,MMSBM,Recall,160,1.0
12769,V-25,0,MMSBM,Precision,160,0.8999999991
12770,V-25,0,MMSBM,Accuracy,160,0.9655172413793103
12771,V-25,3,MMSBM,Recall,160,0.875
12772,V-25,3,MMSBM,Precision,160,0.7777777769135802
12773,V-25,3,MMSBM,Accuracy,160,0.896551724137931
12774,V-25,2,MMSBM,Recall,160,0.9166666666666666
12775,V-25,2,MMSBM,Precision,160,0.9166666659027777
12776,V-25,2,MMSBM,Accuracy,160,0.9310344827586207
12777,V-25,4,MMSBM,Recall,160,0.5833333333333334
12778,V-25,4,MMSBM,Precision,160,0.5833333328472222
12779,V-25,4,MMSBM,Accuracy,160,0.6428571428571428
12780,V-25,1,MMSBM,Recall,161,0.8888888888888888
12781,V-25,1,MMSBM,Precision,161,0.6153846149112425
12782,V-25,1,MMSBM,Accuracy,161,0.7931034482758621
12783,V-25,0,MMSBM,Recall,161,0.7
12784,V-25,0,MMSBM,Precision,161,0.9999999985714286
12785,V-25,0,MMSBM,Accuracy,161,0.896551724137931
12786,V-25,3,MMSBM,Recall,161,0.8
12787,V-25,3,MMSBM,Precision,161,0.7272727266115702
12788,V-25,3,MMSBM,Accuracy,161,0.8275862068965517
12789,V-25,2,MMSBM,Recall,161,0.8666666666666667
12790,V-25,2,MMSBM,Precision,161,0.9999999992307692
12791,V-25,2,MMSBM,Accuracy,161,0.9310344827586208
12792,V-25,4,MMSBM,Recall,161,0.6363636363636364
12793,V-25,4,MMSBM,Precision,161,0.6999999992999999
12794,V-25,4,MMSBM,Accuracy,161,0.75
12795,V-25,1,MMSBM,Recall,162,0.7857142857142857
12796,V-25,1,MMSBM,Precision,162,0.9166666659027777
12797,V-25,1,MMSBM,Accuracy,162,0.8620689655172413
12798,V-25,0,MMSBM,Recall,162,0.9411764705882353
12799,V-25,0,MMSBM,Precision,162,0.8888888883950616
12800,V-25,0,MMSBM,Accuracy,162,0.896551724137931
12801,V-25,3,MMSBM,Recall,162,0.4444444444444444
12802,V-25,3,MMSBM,Precision,162,0.49999999937499995
12803,V-25,3,MMSBM,Accuracy,162,0.6896551724137931
12804,V-25,2,MMSBM,Recall,162,0.9
12805,V-25,2,MMSBM,Precision,162,0.8181818174380164
12806,V-25,2,MMSBM,Accuracy,162,0.896551724137931
12807,V-25,4,MMSBM,Recall,162,0.6666666666666666
12808,V-25,4,MMSBM,Precision,162,0.9999999983333333
12809,V-25,4,MMSBM,Accuracy,162,0.8928571428571429
12810,V-25,1,MMSBM,Recall,163,0.8666666666666667
12811,V-25,1,MMSBM,Precision,163,0.9285714279081632
12812,V-25,1,MMSBM,Accuracy,163,0.896551724137931
12813,V-25,0,MMSBM,Recall,163,0.8461538461538461
12814,V-25,0,MMSBM,Precision,163,0.7857142851530612
12815,V-25,0,MMSBM,Accuracy,163,0.8275862068965517
12816,V-25,3,MMSBM,Recall,163,0.875
12817,V-25,3,MMSBM,Precision,163,0.874999999453125
12818,V-25,3,MMSBM,Accuracy,163,0.8620689655172413
12819,V-25,2,MMSBM,Recall,163,0.7692307692307693
12820,V-25,2,MMSBM,Precision,163,0.7692307686390532
12821,V-25,2,MMSBM,Accuracy,163,0.7931034482758621
12822,V-25,4,MMSBM,Recall,163,0.5333333333333333
12823,V-25,4,MMSBM,Precision,163,0.8888888879012344
12824,V-25,4,MMSBM,Accuracy,163,0.7142857142857142
12825,V-25,1,MMSBM,Recall,783,0.6666666666666666
12826,V-25,1,MMSBM,Precision,783,0.8333333326388889
12827,V-25,1,MMSBM,Accuracy,783,0.7586206896551724
12828,V-25,0,MMSBM,Recall,783,0.8333333333333334
12829,V-25,0,MMSBM,Precision,783,0.9999999989999999
12830,V-25,0,MMSBM,Accuracy,783,0.9310344827586207
12831,V-25,3,MMSBM,Recall,783,0.9090909090909091
12832,V-25,3,MMSBM,Precision,783,0.6666666662222221
12833,V-25,3,MMSBM,Accuracy,783,0.7931034482758621
12834,V-25,2,MMSBM,Recall,783,0.7857142857142857
12835,V-25,2,MMSBM,Precision,783,0.9166666659027777
12836,V-25,2,MMSBM,Accuracy,783,0.8620689655172413
12837,V-25,4,MMSBM,Recall,783,0.8
12838,V-25,4,MMSBM,Precision,783,0.7272727266115702
12839,V-25,4,MMSBM,Accuracy,783,0.8214285714285714
12840,V-25,1,MMSBM,Recall,722,0.7692307692307693
12841,V-25,1,MMSBM,Precision,722,0.9999999989999999
12842,V-25,1,MMSBM,Accuracy,722,0.896551724137931
12843,V-25,0,MMSBM,Recall,722,0.625
12844,V-25,0,MMSBM,Precision,722,0.45454545413223135
12845,V-25,0,MMSBM,Accuracy,722,0.6896551724137931
12846,V-25,3,MMSBM,Recall,722,0.7777777777777778
12847,V-25,3,MMSBM,Precision,722,0.6363636357851239
12848,V-25,3,MMSBM,Accuracy,722,0.7931034482758621
12849,V-25,2,MMSBM,Recall,722,0.6
12850,V-25,2,MMSBM,Precision,722,0.7499999990624999
12851,V-25,2,MMSBM,Accuracy,722,0.793103448275862
12852,V-25,4,MMSBM,Recall,722,0.8
12853,V-25,4,MMSBM,Precision,722,0.7999999992
12854,V-25,4,MMSBM,Accuracy,722,0.8571428571428571
12855,V-25,1,MMSBM,Recall,878,0.7333333333333333
12856,V-25,1,MMSBM,Precision,878,0.999999999090909
12857,V-25,1,MMSBM,Accuracy,878,0.8620689655172413
12858,V-25,0,MMSBM,Recall,878,0.9
12859,V-25,0,MMSBM,Precision,878,0.749999999375
12860,V-25,0,MMSBM,Accuracy,878,0.8620689655172413
12861,V-25,3,MMSBM,Recall,878,0.875
12862,V-25,3,MMSBM,Precision,878,0.8235294112802768
12863,V-25,3,MMSBM,Accuracy,878,0.8275862068965518
12864,V-25,2,MMSBM,Recall,878,0.75
12865,V-25,2,MMSBM,Precision,878,0.8999999991
12866,V-25,2,MMSBM,Accuracy,878,0.8620689655172413
12867,V-25,4,MMSBM,Recall,878,1.0
12868,V-25,4,MMSBM,Precision,878,0.7272727266115702
12869,V-25,4,MMSBM,Accuracy,878,0.8928571428571428
12870,V-25,1,MMSBM,Recall,879,0.8888888888888888
12871,V-25,1,MMSBM,Precision,879,0.666666666111111
12872,V-25,1,MMSBM,Accuracy,879,0.8275862068965517
12873,V-25,0,MMSBM,Recall,879,1.0
12874,V-25,0,MMSBM,Precision,879,0.8666666660888889
12875,V-25,0,MMSBM,Accuracy,879,0.9310344827586208
12876,V-25,3,MMSBM,Recall,879,0.9285714285714286
12877,V-25,3,MMSBM,Precision,879,0.8666666660888889
12878,V-25,3,MMSBM,Accuracy,879,0.896551724137931
12879,V-25,2,MMSBM,Recall,879,0.4375
12880,V-25,2,MMSBM,Precision,879,0.9999999985714286
12881,V-25,2,MMSBM,Accuracy,879,0.6896551724137931
12882,V-25,4,MMSBM,Recall,879,0.7692307692307693
12883,V-25,4,MMSBM,Precision,879,0.9090909082644627
12884,V-25,4,MMSBM,Accuracy,879,0.8571428571428572
12885,V-25,1,MMSBM,Recall,876,0.9090909090909091
12886,V-25,1,MMSBM,Precision,876,0.8333333326388889
12887,V-25,1,MMSBM,Accuracy,876,0.896551724137931
12888,V-25,0,MMSBM,Recall,876,0.6923076923076923
12889,V-25,0,MMSBM,Precision,876,0.749999999375
12890,V-25,0,MMSBM,Accuracy,876,0.7586206896551724
12891,V-25,3,MMSBM,Recall,876,1.0
12892,V-25,3,MMSBM,Precision,876,0.7999999994666667
12893,V-25,3,MMSBM,Accuracy,876,0.896551724137931
12894,V-25,2,MMSBM,Recall,876,0.75
12895,V-25,2,MMSBM,Precision,876,0.6923076917751478
12896,V-25,2,MMSBM,Accuracy,876,0.7586206896551724
12897,V-25,4,MMSBM,Recall,876,0.7857142857142857
12898,V-25,4,MMSBM,Precision,876,0.999999999090909
12899,V-25,4,MMSBM,Accuracy,876,0.8928571428571428
12900,V-25,1,MMSBM,Recall,877,0.8888888888888888
12901,V-25,1,MMSBM,Precision,877,0.7272727266115702
12902,V-25,1,MMSBM,Accuracy,877,0.8620689655172413
12903,V-25,0,MMSBM,Recall,877,0.6666666666666666
12904,V-25,0,MMSBM,Precision,877,0.7272727266115702
12905,V-25,0,MMSBM,Accuracy,877,0.7586206896551724
12906,V-25,3,MMSBM,Recall,877,0.8333333333333334
12907,V-25,3,MMSBM,Precision,877,0.9090909082644627
12908,V-25,3,MMSBM,Accuracy,877,0.896551724137931
12909,V-25,2,MMSBM,Recall,877,0.7142857142857143
12910,V-25,2,MMSBM,Precision,877,0.45454545413223135
12911,V-25,2,MMSBM,Accuracy,877,0.7241379310344828
12912,V-25,4,MMSBM,Recall,877,0.7857142857142857
12913,V-25,4,MMSBM,Precision,877,0.8461538455029586
12914,V-25,4,MMSBM,Accuracy,877,0.8214285714285714
12915,V-25,1,MMSBM,Recall,874,0.6666666666666666
12916,V-25,1,MMSBM,Precision,874,0.8333333326388889
12917,V-25,1,MMSBM,Accuracy,874,0.7586206896551724
12918,V-25,0,MMSBM,Recall,874,0.7272727272727273
12919,V-25,0,MMSBM,Precision,874,0.8888888879012344
12920,V-25,0,MMSBM,Accuracy,874,0.8620689655172413
12921,V-25,3,MMSBM,Recall,874,0.6875
12922,V-25,3,MMSBM,Precision,874,0.9166666659027777
12923,V-25,3,MMSBM,Accuracy,874,0.7931034482758621
12924,V-25,2,MMSBM,Recall,874,0.75
12925,V-25,2,MMSBM,Precision,874,0.8999999991
12926,V-25,2,MMSBM,Accuracy,874,0.8620689655172413
12927,V-25,4,MMSBM,Recall,874,0.7142857142857143
12928,V-25,4,MMSBM,Precision,874,0.7142857137755102
12929,V-25,4,MMSBM,Accuracy,874,0.7142857142857143
12930,V-25,1,MMSBM,Recall,875,0.9166666666666666
12931,V-25,1,MMSBM,Precision,875,0.999999999090909
12932,V-25,1,MMSBM,Accuracy,875,0.9655172413793103
12933,V-25,0,MMSBM,Recall,875,0.5882352941176471
12934,V-25,0,MMSBM,Precision,875,0.7692307686390532
12935,V-25,0,MMSBM,Accuracy,875,0.6551724137931034
12936,V-25,3,MMSBM,Recall,875,0.8888888888888888
12937,V-25,3,MMSBM,Precision,875,0.7999999992
12938,V-25,3,MMSBM,Accuracy,875,0.896551724137931
12939,V-25,2,MMSBM,Recall,875,0.75
12940,V-25,2,MMSBM,Precision,875,0.7999999994666667
12941,V-25,2,MMSBM,Accuracy,875,0.7586206896551724
12942,V-25,4,MMSBM,Recall,875,0.7857142857142857
12943,V-25,4,MMSBM,Precision,875,0.999999999090909
12944,V-25,4,MMSBM,Accuracy,875,0.8928571428571428
12945,V-25,1,MMSBM,Recall,872,0.6666666666666666
12946,V-25,1,MMSBM,Precision,872,0.9999999991666666
12947,V-25,1,MMSBM,Accuracy,872,0.7931034482758621
12948,V-25,0,MMSBM,Recall,872,0.6153846153846154
12949,V-25,0,MMSBM,Precision,872,0.6153846149112425
12950,V-25,0,MMSBM,Accuracy,872,0.6551724137931034
12951,V-25,3,MMSBM,Recall,872,0.8333333333333334
12952,V-25,3,MMSBM,Precision,872,0.9374999994140625
12953,V-25,3,MMSBM,Accuracy,872,0.8620689655172414
12954,V-25,2,MMSBM,Recall,872,0.6666666666666666
12955,V-25,2,MMSBM,Precision,872,0.8888888879012344
12956,V-25,2,MMSBM,Accuracy,872,0.8275862068965517
12957,V-25,4,MMSBM,Recall,872,0.8461538461538461
12958,V-25,4,MMSBM,Precision,872,0.8461538455029586
12959,V-25,4,MMSBM,Accuracy,872,0.8571428571428572
12960,V-25,1,MMSBM,Recall,873,0.6666666666666666
12961,V-25,1,MMSBM,Precision,873,0.9090909082644627
12962,V-25,1,MMSBM,Accuracy,873,0.7931034482758621
12963,V-25,0,MMSBM,Recall,873,0.9
12964,V-25,0,MMSBM,Precision,873,0.8181818174380164
12965,V-25,0,MMSBM,Accuracy,873,0.896551724137931
12966,V-25,3,MMSBM,Recall,873,0.5
12967,V-25,3,MMSBM,Precision,873,0.7499999990624999
12968,V-25,3,MMSBM,Accuracy,873,0.7241379310344828
12969,V-25,2,MMSBM,Recall,873,0.9230769230769231
12970,V-25,2,MMSBM,Precision,873,0.7999999994666667
12971,V-25,2,MMSBM,Accuracy,873,0.8620689655172413
12972,V-25,4,MMSBM,Recall,873,0.875
12973,V-25,4,MMSBM,Precision,873,0.8749999989062499
12974,V-25,4,MMSBM,Accuracy,873,0.9285714285714286
12975,V-25,1,MMSBM,Recall,870,0.7
12976,V-25,1,MMSBM,Precision,870,0.874999999453125
12977,V-25,1,MMSBM,Accuracy,870,0.7241379310344828
12978,V-25,0,MMSBM,Recall,870,0.7647058823529411
12979,V-25,0,MMSBM,Precision,870,0.9285714279081632
12980,V-25,0,MMSBM,Accuracy,870,0.8275862068965517
12981,V-25,3,MMSBM,Recall,870,0.8181818181818182
12982,V-25,3,MMSBM,Precision,870,0.8181818174380164
12983,V-25,3,MMSBM,Accuracy,870,0.8620689655172413
12984,V-25,2,MMSBM,Recall,870,0.5
12985,V-25,2,MMSBM,Precision,870,0.9999999983333333
12986,V-25,2,MMSBM,Accuracy,870,0.793103448275862
12987,V-25,4,MMSBM,Recall,870,0.9333333333333333
12988,V-25,4,MMSBM,Precision,870,0.9333333327111111
12989,V-25,4,MMSBM,Accuracy,870,0.9285714285714286
12990,V-25,1,MMSBM,Recall,871,0.8181818181818182
12991,V-25,1,MMSBM,Precision,871,0.8999999991
12992,V-25,1,MMSBM,Accuracy,871,0.896551724137931
12993,V-25,0,MMSBM,Recall,871,0.75
12994,V-25,0,MMSBM,Precision,871,0.6666666659259258
12995,V-25,0,MMSBM,Accuracy,871,0.8275862068965517
12996,V-25,3,MMSBM,Recall,871,0.6153846153846154
12997,V-25,3,MMSBM,Precision,871,0.8888888879012344
12998,V-25,3,MMSBM,Accuracy,871,0.7931034482758621
12999,V-25,2,MMSBM,Recall,871,0.6923076923076923
13000,V-25,2,MMSBM,Precision,871,0.9999999988888888
13001,V-25,2,MMSBM,Accuracy,871,0.8620689655172413
13002,V-25,4,MMSBM,Recall,871,0.8571428571428571
13003,V-25,4,MMSBM,Precision,871,0.7999999994666667
13004,V-25,4,MMSBM,Accuracy,871,0.8214285714285714
13005,V-25,1,MMSBM,Recall,9,0.4666666666666667
13006,V-25,1,MMSBM,Precision,9,0.9999999985714286
